index_aleatoire;sexe;age_client;enfant_conduite_accompagnee;enfants;tranches_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tranches_devis
1049;F;80;Non;Non;[20k€ - 40k€];Commercial;Panel Truck;no;1;15;Highly Urban/ Urban;31/01/2022 22:44;complet;dev_express;[200€ - 400€]
1050;F;51;Non;Non;[40k€ - 60k€];Commercial;z_SUV;no;0;8;z_Highly Rural/ Rural;25/03/2022 10:32;complet;dev_integral;[200€ - 400€]
1051;F;57;Oui;Oui;[60k€ - 80k€];Private;z_SUV;no;1;10;Highly Urban/ Urban;15/05/2022 09:25;complet;dev_express;[200€ - 400€]
1052;M;68;Non;Non;[> 100k€];Private;Minivan;no;2;1;Highly Urban/ Urban;14/04/2022 03:03;complet;dev_integral;[200€ - 400€]
1053;F;47;Non;Non;[60k€ - 80k€];Private;Minivan;no;1;22;Highly Urban/ Urban;28/02/2022 17:00;complet;dev_express;[200€ - 400€]
1054;M;63;Non;Non;[80k€ - 100k€];Commercial;Van;yes;2;8;z_Highly Rural/ Rural;07/02/2022 07:14;complet;dev_integral;[200€ - 400€]
1055;M;68;Non;Oui;[< 20k€];Private;Sports Car;no;2;7;Highly Urban/ Urban;24/03/2022 21:00;complet;dev_express;[200€ - 400€]
1056;M;59;Non;Oui;[< 20k€];Commercial;Pickup;yes;0;10;Highly Urban/ Urban;20/03/2022 04:00;complet;dev_express;[200€ - 400€]
1057;F;3;Non;Non;[< 20k€];Private;Minivan;no;0;1;z_Highly Rural/ Rural;26/05/2022 01:21;complet;dev_integral;[200€ - 400€]
1058;F;55;Non;Non;[< 20k€];Private;z_SUV;no;0;9;Highly Urban/ Urban;16/05/2022 05:07;complet;dev_express;[200€ - 400€]
1059;F;65;Non;Oui;[20k€ - 40k€];Commercial;z_SUV;no;3;4;Highly Urban/ Urban;27/04/2022 00:03;complet;dev_express;[200€ - 400€]
1060;F;71;Non;Non;[80k€ - 100k€];Commercial;Van;no;6;4;Highly Urban/ Urban;19/01/2022 20:37;complet;dev_premium;[400€ - 600€]
1061;M;51;Non;Oui;[20k€ - 40k€];Commercial;Van;yes;0;7;z_Highly Rural/ Rural;09/04/2022 20:12;complet;dev_integral;[200€ - 400€]
1062;M;32;Oui;Oui;[60k€ - 80k€];Commercial;Pickup;no;0;7;Highly Urban/ Urban;27/05/2022 14:41;complet;dev_premium;[400€ - 600€]
1063;M;6;Non;Non;[20k€ - 40k€];Private;Minivan;no;0;8;Highly Urban/ Urban;26/04/2022 23:23;complet;dev_integral;[200€ - 400€]
1064;M;20;Non;Non;[40k€ - 60k€];Commercial;Sports Car;no;1;0;Highly Urban/ Urban;04/04/2022 21:37;complet;dev_premium;[400€ - 600€]
1065;F;72;Non;Non;[60k€ - 80k€];Commercial;Minivan;no;5;1;Highly Urban/ Urban;10/05/2022 13:40;complet;dev_express;[200€ - 400€]
1066;M;47;Non;Oui;[80k€ - 100k€];Private;z_SUV;no;4;9;Highly Urban/ Urban;20/05/2022 14:23;complet;dev_integral;[200€ - 400€]
1067;F;13;Non;Non;[< 20k€];Commercial;Sports Car;no;7;1;Highly Urban/ Urban;15/02/2022 14:51;complet;dev_integral;[200€ - 400€]
1068;M;28;Non;Non;[> 100k€];Commercial;z_SUV;no;0;8;Highly Urban/ Urban;19/03/2022 08:30;complet;dev_integral;[200€ - 400€]
1069;M;69;Non;Non;[> 100k€];Private;z_SUV;no;0;16;Highly Urban/ Urban;16/03/2022 01:51;complet;dev_express;[200€ - 400€]
1070;M;34;Non;Non;[40k€ - 60k€];Commercial;Minivan;yes;1;1;Highly Urban/ Urban;19/05/2022 06:35;complet;dev_integral;[200€ - 400€]
1071;F;19;Oui;Oui;[60k€ - 80k€];Commercial;Pickup;no;4;10;Highly Urban/ Urban;08/02/2022 19:17;complet;dev_integral;[200€ - 400€]
1072;M;47;Non;Non;[> 100k€];Commercial;Panel Truck;yes;1;7;Highly Urban/ Urban;08/01/2022 21:15;complet;dev_express;[200€ - 400€]
1073;F;65;Non;Non;[< 20k€];Commercial;Pickup;no;3;10;Highly Urban/ Urban;21/01/2022 07:59;complet;dev_express;[200€ - 400€]
1074;M;76;Non;Non;[40k€ - 60k€];Private;Minivan;no;0;10;Highly Urban/ Urban;19/02/2022 07:35;complet;dev_integral;[200€ - 400€]
1075;F;52;Non;Non;[40k€ - 60k€];Private;Minivan;no;1;1;Highly Urban/ Urban;08/03/2022 15:24;complet;dev_integral;[200€ - 400€]
1076;F;21;Oui;Oui;[20k€ - 40k€];Private;Sports Car;no;1;1;Highly Urban/ Urban;25/04/2022 09:36;complet;dev_integral;[200€ - 400€]
1077;F;27;Non;Non;[60k€ - 80k€];Private;Sports Car;yes;1;10;Highly Urban/ Urban;26/01/2022 06:42;complet;dev_integral;[200€ - 400€]
1078;M;40;Non;Non;[40k€ - 60k€];Private;Minivan;yes;0;9;Highly Urban/ Urban;30/03/2022 13:20;complet;dev_express;[200€ - 400€]
1079;F;71;Non;Non;[80k€ - 100k€];Commercial;Van;yes;1;13;Highly Urban/ Urban;15/01/2022 18:39;complet;dev_integral;[200€ - 400€]
1080;F;59;Non;Oui;[< 20k€];Private;Minivan;yes;0;1;Highly Urban/ Urban;23/02/2022 04:42;complet;dev_integral;[200€ - 400€]
1081;M;9;Non;Non;[> 100k€];Commercial;Pickup;yes;4;20;Highly Urban/ Urban;22/01/2022 01:15;complet;dev_express;[200€ - 400€]
1082;M;66;Non;Oui;[> 100k€];Private;Minivan;no;1;14;Highly Urban/ Urban;03/05/2022 02:56;complet;dev_express;[200€ - 400€]
1083;M;65;Non;Non;[20k€ - 40k€];Private;Pickup;yes;0;1;Highly Urban/ Urban;18/02/2022 02:05;complet;dev_integral;[200€ - 400€]
1084;M;12;Oui;Oui;[< 20k€];Private;Pickup;no;1;7;Highly Urban/ Urban;27/02/2022 02:15;complet;dev_integral;[200€ - 400€]
1085;M;66;Non;Non;[40k€ - 60k€];Private;z_SUV;no;1;10;Highly Urban/ Urban;09/03/2022 03:43;complet;dev_premium;[200€ - 400€]
1086;M;78;Non;Non;[40k€ - 60k€];Private;Pickup;no;0;8;Highly Urban/ Urban;14/01/2022 13:12;complet;dev_express;[200€ - 400€]
1087;F;22;Non;Oui;[40k€ - 60k€];Private;Minivan;no;0;1;Highly Urban/ Urban;07/01/2022 19:37;complet;dev_integral;[200€ - 400€]
1088;F;60;Non;Oui;[< 20k€];Private;Minivan;yes;3;1;Highly Urban/ Urban;11/01/2022 23:53;complet;dev_express;[200€ - 400€]
1089;F;53;Non;Oui;[40k€ - 60k€];Private;Minivan;no;4;17;Highly Urban/ Urban;09/02/2022 23:54;complet;dev_express;[200€ - 400€]
1090;F;62;Non;Non;[40k€ - 60k€];Private;z_SUV;yes;1;0;Highly Urban/ Urban;02/05/2022 16:43;complet;dev_integral;[200€ - 400€]
1091;F;70;Oui;Oui;[60k€ - 80k€];Private;Minivan;no;6;12;Highly Urban/ Urban;02/01/2022 16:50;complet;dev_integral;[200€ - 400€]
1092;F;63;Non;Non;[40k€ - 60k€];Commercial;Pickup;yes;6;1;Highly Urban/ Urban;13/02/2022 07:43;complet;dev_premium;[200€ - 400€]
1093;F;30;Oui;Oui;[20k€ - 40k€];Private;Sports Car;no;1;7;Highly Urban/ Urban;26/04/2022 16:17;complet;dev_express;[200€ - 400€]
1094;M;79;Non;Oui;[60k€ - 80k€];Private;Pickup;yes;3;9;Highly Urban/ Urban;13/01/2022 10:00;complet;dev_integral;[200€ - 400€]
1095;M;5;Non;Non;[20k€ - 40k€];Private;Sports Car;no;3;1;Highly Urban/ Urban;25/01/2022 11:38;complet;dev_premium;[400€ - 600€]
1096;F;55;Non;Non;[80k€ - 100k€];Private;Minivan;no;0;0;Highly Urban/ Urban;18/04/2022 14:58;complet;dev_integral;[200€ - 400€]
1097;F;57;Non;Oui;[20k€ - 40k€];Private;Sports Car;yes;8;6;Highly Urban/ Urban;09/02/2022 05:52;complet;dev_integral;[200€ - 400€]
1098;M;55;Oui;Oui;[80k€ - 100k€];Commercial;Minivan;yes;0;6;Highly Urban/ Urban;08/04/2022 12:42;complet;dev_integral;[200€ - 400€]
1099;F;57;Oui;Oui;[40k€ - 60k€];Private;Pickup;yes;0;0;Highly Urban/ Urban;02/04/2022 11:25;complet;dev_premium;[400€ - 600€]
1100;M;51;Non;Oui;[60k€ - 80k€];Private;Minivan;no;5;16;Highly Urban/ Urban;20/02/2022 07:23;complet;dev_premium;[400€ - 600€]
1101;M;57;Non;Oui;[< 20k€];Private;Minivan;no;0;16;Highly Urban/ Urban;06/02/2022 07:26;complet;dev_integral;[200€ - 400€]
1102;M;13;Non;Non;[> 100k€];Private;Minivan;no;0;1;z_Highly Rural/ Rural;16/04/2022 13:39;complet;dev_express;[200€ - 400€]
1103;M;15;Non;Non;[> 100k€];Private;Pickup;no;0;9;Highly Urban/ Urban;23/02/2022 01:41;complet;dev_premium;[400€ - 600€]
1104;F;54;Non;Oui;[< 20k€];Private;z_SUV;no;7;6;Highly Urban/ Urban;30/05/2022 20:12;complet;dev_express;[200€ - 400€]
1105;F;63;Non;Oui;[20k€ - 40k€];Commercial;z_SUV;no;0;4;Highly Urban/ Urban;27/04/2022 19:14;complet;dev_express;[200€ - 400€]
1106;F;35;Non;Non;[< 20k€];Private;z_SUV;no;2;7;z_Highly Rural/ Rural;05/01/2022 09:36;complet;dev_express;[200€ - 400€]
1107;F;65;Non;Non;[20k€ - 40k€];Commercial;Minivan;no;0;0;z_Highly Rural/ Rural;10/02/2022 21:22;complet;dev_express;[200€ - 400€]
1108;M;77;Non;Non;[80k€ - 100k€];Commercial;Van;yes;0;7;Highly Urban/ Urban;21/03/2022 00:37;complet;dev_integral;[200€ - 400€]
1109;M;56;Non;Oui;[60k€ - 80k€];Private;Sports Car;no;0;0;Highly Urban/ Urban;02/04/2022 01:41;complet;dev_express;[200€ - 400€]
1110;M;28;Non;Non;[40k€ - 60k€];Private;Minivan;yes;0;13;Highly Urban/ Urban;09/01/2022 12:44;complet;dev_integral;[200€ - 400€]
1111;F;71;Non;Non;[> 100k€];Private;Sports Car;no;4;21;Highly Urban/ Urban;22/03/2022 11:12;complet;dev_express;[200€ - 400€]
1112;M;69;Non;Non;[> 100k€];Private;z_SUV;no;0;12;Highly Urban/ Urban;06/05/2022 08:05;complet;dev_integral;[200€ - 400€]
1113;F;61;Non;Non;[80k€ - 100k€];Commercial;Van;yes;4;17;Highly Urban/ Urban;22/04/2022 21:23;complet;dev_express;[200€ - 400€]
1114;M;77;Non;Non;[80k€ - 100k€];Private;Pickup;no;1;9;Highly Urban/ Urban;27/03/2022 09:37;complet;dev_express;[200€ - 400€]
1115;M;48;Non;Non;[40k€ - 60k€];Commercial;Van;no;0;7;Highly Urban/ Urban;03/01/2022 08:30;complet;dev_integral;[200€ - 400€]
1116;M;14;Non;Non;[20k€ - 40k€];Commercial;Pickup;yes;0;1;z_Highly Rural/ Rural;30/03/2022 05:03;complet;dev_express;[200€ - 400€]
1117;F;65;Non;Oui;[40k€ - 60k€];Private;Sports Car;no;3;7;Highly Urban/ Urban;07/04/2022 02:19;complet;dev_premium;[200€ - 400€]
1118;M;72;Non;Non;[< 20k€];Private;z_SUV;no;1;1;Highly Urban/ Urban;27/04/2022 00:55;complet;dev_integral;[200€ - 400€]
1119;M;80;Non;Oui;[40k€ - 60k€];Commercial;Sports Car;no;0;1;Highly Urban/ Urban;30/01/2022 05:24;complet;dev_integral;[200€ - 400€]
1120;M;9;Non;Oui;[40k€ - 60k€];Private;z_SUV;no;3;5;Highly Urban/ Urban;14/05/2022 19:19;complet;dev_integral;[200€ - 400€]
1121;M;56;Non;Non;[80k€ - 100k€];Commercial;Minivan;no;1;9;z_Highly Rural/ Rural;01/05/2022 01:21;complet;dev_integral;[200€ - 400€]
1122;M;65;Non;Non;[> 100k€];Private;Minivan;yes;0;1;Highly Urban/ Urban;15/03/2022 22:50;complet;dev_express;[200€ - 400€]
1123;F;28;Non;Non;[80k€ - 100k€];Private;Minivan;yes;2;0;z_Highly Rural/ Rural;17/04/2022 04:32;complet;dev_express;[200€ - 400€]
1124;F;5;Non;Oui;[> 100k€];Private;Pickup;yes;0;12;Highly Urban/ Urban;05/01/2022 05:06;complet;dev_integral;[200€ - 400€]
1125;M;14;Non;Non;[< 20k€];Private;Minivan;no;0;1;z_Highly Rural/ Rural;03/04/2022 06:29;complet;dev_express;[200€ - 400€]
1126;F;72;Non;Non;[60k€ - 80k€];Private;z_SUV;no;5;5;Highly Urban/ Urban;10/03/2022 06:59;complet;dev_express;[200€ - 400€]
1127;F;52;Non;Oui;[20k€ - 40k€];Private;Pickup;yes;2;6;Highly Urban/ Urban;27/03/2022 02:40;complet;dev_express;[200€ - 400€]
1128;F;18;Oui;Oui;[< 20k€];Private;Sports Car;no;0;10;Highly Urban/ Urban;31/05/2022 13:11;complet;dev_express;[200€ - 400€]
1129;M;60;Non;Oui;[> 100k€];Commercial;Panel Truck;no;1;23;Highly Urban/ Urban;16/03/2022 12:50;complet;dev_express;[200€ - 400€]
1130;F;43;Non;Non;[40k€ - 60k€];Commercial;Pickup;no;1;6;Highly Urban/ Urban;15/02/2022 10:36;complet;dev_integral;[200€ - 400€]
1131;M;40;Non;Non;[< 20k€];Private;Minivan;yes;2;6;z_Highly Rural/ Rural;05/02/2022 05:34;complet;dev_integral;[200€ - 400€]
1132;M;4;Non;Non;[> 100k€];Private;Pickup;no;2;15;Highly Urban/ Urban;05/05/2022 07:55;complet;dev_integral;[200€ - 400€]
1133;F;59;Non;Non;[20k€ - 40k€];Private;z_SUV;no;1;9;z_Highly Rural/ Rural;27/05/2022 17:51;complet;dev_premium;[400€ - 600€]
1134;F;22;Non;Non;[< 20k€];Commercial;Van;yes;0;7;Highly Urban/ Urban;16/05/2022 02:39;complet;dev_premium;[200€ - 400€]
1135;F;70;Non;Non;[40k€ - 60k€];Private;Sports Car;no;2;12;Highly Urban/ Urban;17/03/2022 13:01;complet;dev_express;[200€ - 400€]
1136;M;53;Non;Oui;[60k€ - 80k€];Private;Minivan;yes;1;13;Highly Urban/ Urban;08/04/2022 01:19;complet;dev_express;[200€ - 400€]
1137;F;53;Non;Non;[< 20k€];Private;Sports Car;no;1;8;z_Highly Rural/ Rural;02/04/2022 11:55;complet;dev_express;[200€ - 400€]
1138;M;60;Non;Non;[40k€ - 60k€];Commercial;Van;yes;0;10;Highly Urban/ Urban;02/04/2022 07:37;complet;dev_express;[200€ - 400€]
1139;F;17;Non;Non;[> 100k€];Commercial;Panel Truck;yes;0;17;z_Highly Rural/ Rural;08/01/2022 16:09;complet;dev_express;[200€ - 400€]
1140;M;66;Non;Non;[< 20k€];Commercial;Panel Truck;no;2;12;Highly Urban/ Urban;23/03/2022 01:32;complet;dev_vip;[600€ - 800€]
1141;M;69;Oui;Oui;[60k€ - 80k€];Commercial;z_SUV;no;3;1;Highly Urban/ Urban;17/03/2022 13:43;complet;dev_integral;[200€ - 400€]
1142;M;52;Non;Non;[60k€ - 80k€];Commercial;z_SUV;no;0;9;Highly Urban/ Urban;20/01/2022 00:10;complet;dev_integral;[200€ - 400€]
1143;M;49;Non;Non;[80k€ - 100k€];Private;z_SUV;no;1;1;z_Highly Rural/ Rural;28/01/2022 09:25;complet;dev_premium;[200€ - 400€]
1144;F;29;Non;Oui;[80k€ - 100k€];Commercial;Pickup;yes;7;7;Highly Urban/ Urban;13/02/2022 06:18;complet;dev_integral;[200€ - 400€]
1145;F;36;Oui;Oui;[40k€ - 60k€];Private;Minivan;no;5;1;Highly Urban/ Urban;04/02/2022 21:07;complet;dev_express;[200€ - 400€]
1146;F;25;Oui;Oui;[> 100k€];Commercial;Pickup;no;0;7;z_Highly Rural/ Rural;28/03/2022 12:11;complet;dev_integral;[200€ - 400€]
1147;F;35;Non;Oui;[< 20k€];Commercial;Panel Truck;yes;0;1;Highly Urban/ Urban;02/01/2022 23:38;complet;dev_integral;[200€ - 400€]
1148;F;44;Non;Oui;[60k€ - 80k€];Commercial;Pickup;no;0;6;z_Highly Rural/ Rural;07/04/2022 03:39;complet;dev_integral;[200€ - 400€]
1149;F;84;Non;Non;[60k€ - 80k€];Private;z_SUV;no;0;1;Highly Urban/ Urban;21/02/2022 23:21;complet;dev_integral;[200€ - 400€]
1150;F;28;Non;Non;[40k€ - 60k€];Commercial;Sports Car;no;3;9;Highly Urban/ Urban;12/04/2022 01:15;complet;dev_integral;[200€ - 400€]
1151;M;67;Non;Oui;[< 20k€];Commercial;z_SUV;no;3;8;Highly Urban/ Urban;08/01/2022 09:26;complet;dev_express;[200€ - 400€]
1152;F;69;Oui;Oui;[< 20k€];Private;z_SUV;no;2;6;z_Highly Rural/ Rural;03/01/2022 03:03;complet;dev_integral;[200€ - 400€]
1153;M;54;Non;Non;[> 100k€];Commercial;Van;yes;1;8;Highly Urban/ Urban;10/01/2022 18:15;complet;dev_integral;[200€ - 400€]
1154;M;54;Non;Non;[40k€ - 60k€];Commercial;Minivan;no;0;10;Highly Urban/ Urban;13/01/2022 05:16;complet;dev_express;[200€ - 400€]
1155;M;46;Non;Non;[80k€ - 100k€];Private;Pickup;yes;0;9;Highly Urban/ Urban;11/05/2022 12:25;complet;dev_integral;[200€ - 400€]
1156;F;22;Non;Non;[60k€ - 80k€];Commercial;Panel Truck;no;10;14;Highly Urban/ Urban;24/02/2022 04:11;complet;dev_express;[200€ - 400€]
1157;F;58;Non;Non;[60k€ - 80k€];Private;Minivan;yes;0;22;Highly Urban/ Urban;09/04/2022 17:10;complet;dev_integral;[200€ - 400€]
1158;F;5;Oui;Oui;[80k€ - 100k€];Private;z_SUV;no;3;22;Highly Urban/ Urban;21/01/2022 20:55;complet;dev_integral;[200€ - 400€]
